NO,JARINGAN PENGAMATAN,NO STASIUN,LINTANG,BUJUR,DESA,KECAMATAN,KAB/KOTA,PROVINSI,JARINGAN
1,Pos Hujan,53032001a,-9.49118,124.54406,,,Kab. Timor Tengah Utara,Nusa Tenggara Timur,PHOBS
2,Pos Hujan,53040101a,-9.11459,125.09042,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
3,Pos Hujan,53040201a,-9.12758,124.98228,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
4,Pos Hujan,53040202a,-9.11983,124.9796,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
5,Pos Hujan,53040401a,-9.09594,124.89478,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
6,Pos Hujan,53040402a,-9.20884,124.87718,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
7,Pos Hujan,53040403a,-9.23982,124.89706,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
8,Pos Hujan,53040501a,-9.03944,124.8319,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
9,Pos Hujan,53040502a,-8.97391,124.92279,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
10,Pos Hujan,53040601a,-9.41694,124.9064,,,Kab. Malaka,Nusa Tenggara Timur,PHOBS
11,Pos Hujan,53040701a,-9.51652,124.98353,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
12,Pos Hujan,53040702a,-9.5168,124.95186,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
13,Pos Hujan,53040802a,-9.55,124.9,,,Kab. Malaka,Nusa Tenggara Timur,PHOBS
14,Pos Hujan,53040901a,-9.55367,124.86365,,,Kab. Malaka,Nusa Tenggara Timur,PHOBS
15,Pos Hujan,53041001a,-9.62806,124.8664,,,Kab. Malaka,Nusa Tenggara Timur,PHOBS
16,Pos Hujan,53041002a,-9.67701,124.8968,,,Kab. Malaka,Nusa Tenggara Timur,PHOBS
17,Pos Hujan,53041101a,-9.60987,124.74088,,,Kab. Malaka,Nusa Tenggara Timur,PHOBS
18,Pos Hujan,53041102a,-9.60538,124.74098,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
19,Pos Hujan,53041301a,-9.36275,124.90909,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
20,Pos Hujan,53041401a,-9.41508,124.83148,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
21,Pos Hujan,53041501a,-9.73966,124.83939,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
22,Pos Hujan,53041601a,-9.61784,124.86038,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
23,Pos Hujan,53041801a,-9.155,125.12061,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
24,Pos Hujan,53050101a,-8.22893,124.56696,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
25,Pos Hujan,53050201a,-8.1576,124.45297,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
26,Pos Hujan,53050202a,-8.25025,124.53271,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
27,Pos Hujan,53050301a,-8.26837,124.4987,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
28,Pos Hujan,53050401a,-8.30077,124.72822,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
29,Pos Hujan,53050501a,-8.2827,125.12658,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
30,Pos Hujan,53050502a,-8.26616,124.95769,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
31,Pos Hujan,53050503a,-8.1539,124.7523,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
32,Pos Hujan,53050601a,-8.3654,124.0857,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
33,Pos Hujan,53050602a,-8.24733,124.22152,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
34,Pos Hujan,53060101a,-8.43972,122.7822,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
35,Pos Hujan,53060102a,-8.5275,122.7119,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
36,Pos Hujan,53060103a,-8.51806,122.7244,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
37,Pos Hujan,53060301a,-8.33806,122.94389,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
38,Pos Hujan,53060302a,-8.41972,122.80917,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
39,Pos Hujan,53060401a,-8.28528,122.9514,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
40,Pos Hujan,53060402a,-8.28955,122.94206,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
41,Pos Hujan,53060501a,-8.17167,122.8889,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
42,Pos Hujan,53060601a,-8.51,122.9056,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
43,Pos Hujan,53060701a,-8.43917,123.085,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
44,Pos Hujan,53060801a,-8.28361,123.1,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
45,Pos Hujan,53060901a,-8.38,123.01,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
46,Pos Hujan,53061001a,-8.38,123.16,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
47,Pos Hujan,53061002a,-8.3685,123.27181,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
48,Pos Hujan,53061101a,-8.29905,123.22486,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
49,Pos Hujan,53061201a,-8.26717,123.31818,,,Kab. Flores Timur,Nusa Tenggara Timur,PHOBS
50,Pos Hujan,53070101a,-8.76444,122.0564,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
51,Pos Hujan,53070301a,-8.72944,122.1697,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
52,Pos Hujan,53070401a,-8.66583,122.1867,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
53,Pos Hujan,53070402a,-8.55,122.07,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
54,Pos Hujan,53070501a,-8.63556,122.2372,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
55,Pos Hujan,53070601a,-8.32057,121.70691,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
56,Pos Hujan,53070801a,-8.6125,122.4256,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
57,Pos Hujan,53070802a,-8.58611,122.4933,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
58,Pos Hujan,53070803a,-8.5,122.625,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
59,Pos Hujan,53071001a,-8.65083,122.2467,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
60,Pos Hujan,53071101a,-8.7295,122.28041,,,Kab. Sikka,Nusa Tenggara Timur,PHOBS
61,Pos Hujan,53080101a,-8.79306,121.465,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
62,Pos Hujan,53080301a,-8.85261,121.65503,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
63,Pos Hujan,53080401a,-8.85171,121.65558,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
64,Pos Hujan,53080501a,-8.83579,121.68012,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
65,Pos Hujan,53080601a,-8.72139,121.7467,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
66,Pos Hujan,53080701a,-8.60282,121.71568,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
67,Pos Hujan,53080801a,-8.78361,121.8853,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
68,Pos Hujan,53080901a,-8.83118,121.8385,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
69,Pos Hujan,53081001a,-8.72139,121.8111,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
70,Pos Hujan,53081101a,-8.64003,121.55336,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
71,Pos Hujan,53081201a,-8.76972,121.5444,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
72,Pos Hujan,53081301a,-8.51222,121.99,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
73,Pos Hujan,53081401a,-8.7601,121.83781,,,Kab. Ende,Nusa Tenggara Timur,PHOBS
74,Pos Hujan,53090101a,-8.81082,120.85812,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
75,Pos Hujan,53090201a,-8.84194,121.0617,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
76,Pos Hujan,53090601a,-8.82333,120.96476,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
77,Pos Hujan,53090602a,-8.79725,120.97108,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
78,Pos Hujan,53090901a,-8.51822,120.95256,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
79,Pos Hujan,53090902a,-8.7405,120.99093,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
80,Pos Hujan,53090903a,-8.52778,121.0714,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
81,Pos Hujan,53091201a,-8.8876,121.01163,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
82,Pos Hujan,53091401a,-8.60561,121.05764,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
83,Pos Hujan,53091501a,-8.67696,120.94891,,,Kab. Ngada,Nusa Tenggara Timur,PHOBS
84,Pos Hujan,53100101a,-8.60668,120.50604,,,Kab. Manggarai,Nusa Tenggara Timur,PHOBS
85,Pos Hujan,53100301a,-8.61881,120.39455,,,Kab. Manggarai,Nusa Tenggara Timur,PHOBS
86,Pos Hujan,53100501a,-8.75,120.32,,,Kab. Manggarai,Nusa Tenggara Timur,PHOBS
87,Pos Hujan,53100502a,-8.81589,120.41315,,,Kab. Manggarai,Nusa Tenggara Timur,PHOBS
88,Pos Hujan,53100601a,-8.51028,120.4931,,,Kab. Manggarai,Nusa Tenggara Timur,PHOBS
89,Pos Hujan,53101101a,-8.30944,120.4925,,,Kab. Manggarai,Nusa Tenggara Timur,PHOBS
90,Pos Hujan,53101201a,-8.61083,120.4678,,,Kab. Manggarai,Nusa Tenggara Timur,PHOBS
91,Pos Hujan,53110102a,-9.65778,120.2797,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
92,Pos Hujan,53110201a,-9.44917,120.0481,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
93,Pos Hujan,53110202a,-9.51417,120.1986,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
94,Pos Hujan,53110203a,-9.6725,120.1272,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
95,Pos Hujan,53110301a,-9.7175,119.8908,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
96,Pos Hujan,53110302a,-9.64514,119.9045,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
97,Pos Hujan,53110303a,-9.7025,119.8803,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
98,Pos Hujan,53110304a,-9.68889,119.8644,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
99,Pos Hujan,53110401a,-9.71306,120.0272,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
100,Pos Hujan,53110501a,-9.94861,120.0703,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
101,Pos Hujan,53110601a,-10.155,120.0814,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
102,Pos Hujan,53110701a,-9.69547,120.37273,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
103,Pos Hujan,53110801a,-9.79,120.58,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
104,Pos Hujan,53110802a,-9.77361,120.5917,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
105,Pos Hujan,53110901a,-9.98167,120.7658,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
106,Pos Hujan,53111001a,-10.01333,120.7069,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
107,Pos Hujan,53111101a,-10.22694,120.5594,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
108,Pos Hujan,53111201a,-10.04389,120.3711,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
109,Pos Hujan,53111301a,-10.19389,120.2172,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
110,Pos Hujan,53111401a,-9.89472,120.4806,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
111,Pos Hujan,53111501a,-10.02306,120.2911,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
112,Pos Hujan,53111601a,-9.70694,120.2797,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
113,Pos Hujan,53111801a,-9.69278,119.8644,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
114,Pos Hujan,53112001a,-9.48472,120.1078,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
115,Pos Hujan,53112201a,-9.62444,120.2631,,,Kab. Sumba Timur,Nusa Tenggara Timur,PHOBS
116,Pos Hujan,53120403a,-9.45883,119.3819,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
117,Pos Hujan,53120401a,-9.52389,119.4203,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
118,Pos Hujan,53120402a,-9.4175,119.3908,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
119,Pos Hujan,53121001a,-9.57694,119.4433,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
120,Pos Hujan,53121002a,-9.60191,119.40797,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
121,Pos Hujan,53121101a,-9.69278,119.4556,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
122,Pos Hujan,53121201a,-9.72583,119.3672,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
123,Pos Hujan,53121801a,-9.70177,119.35202,,,Kab. Sumba Barat,Nusa Tenggara Timur,PHOBS
124,Pos Hujan,53130101a,-8.49037,123.3303,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
125,Pos Hujan,53130201a,-8.44804,123.51273,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
126,Pos Hujan,53130301a,-8.44678,123.50591,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
127,Pos Hujan,53130401a,-8.37089,123.55157,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
128,Pos Hujan,53130501a,-8.42554,123.43873,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
129,Pos Hujan,53130601a,-8.21989,123.74076,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
130,Pos Hujan,53130701a,-8.22394,123.81133,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
131,Pos Hujan,53130801a,-8.51022,123.38185,,,Kab. Lembata,Nusa Tenggara Timur,PHOBS
132,Pos Hujan,53140101a,-10.86191,122.97984,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
133,Pos Hujan,53140201a,-10.79949,122.99789,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
134,Pos Hujan,53140301a,-10.76984,123.0745,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
135,Pos Hujan,53140302a,-10.79644,123.09636,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
136,Pos Hujan,53140402a,-10.78479,123.17512,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
137,Pos Hujan,53140403a,-10.67338,123.1104,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
138,Pos Hujan,53140501a,-10.64668,123.22976,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
139,Pos Hujan,53140601a,-10.6054,123.37705,,,Kab. Rote Ndao,Nusa Tenggara Timur,PHOBS
140,Pos Hujan,53150101a,-8.53,120.1997,,,Kab. Manggarai Barat,Nusa Tenggara Timur,PHOBS
141,Pos Hujan,53150201a,-8.56833,120.3108,,,Kab. Manggarai Barat,Nusa Tenggara Timur,PHOBS
142,Pos Hujan,53150302a,-8.68833,120.2269,,,Kab. Manggarai Barat,Nusa Tenggara Timur,PHOBS
143,Pos Hujan,53150401a,-8.65222,120.0103,,,Kab. Manggarai Barat,Nusa Tenggara Timur,PHOBS
144,Pos Hujan,53160101a,-8.55694,121.275,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
145,Pos Hujan,53160102a,-8.58091,121.33403,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
146,Pos Hujan,53160201a,-8.78778,121.3939,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
147,Pos Hujan,53160202a,-8.74806,121.2947,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
148,Pos Hujan,53160301a,-8.76028,121.1692,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
149,Pos Hujan,53160401a,-8.88222,121.2133,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
150,Pos Hujan,53160501a,-8.59,121.4069,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
151,Pos Hujan,53160601a,-8.85,121.29,,,Kab. Nagekeo,Nusa Tenggara Timur,PHOBS
152,Pos Hujan,53170101a,-9.59572,119.54466,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
153,Pos Hujan,53170102a,-9.59444,119.5828,,,Kab. Sumba Tengah,Nusa Tenggara Timur,PHOBS
154,Pos Hujan,53170301a,-9.38222,119.5406,,,Kab. Sumba Tengah,Nusa Tenggara Timur,PHOBS
155,Pos Hujan,53180101a,-9.42462,119.3496,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
156,Pos Hujan,53180102a,-9.43056,119.3192,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
157,Pos Hujan,53180303a,-9.60278,119.31778,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
158,Pos Hujan,53180301a,-9.52778,119.35639,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
159,Pos Hujan,53180302a,-9.53194,119.2906,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
160,Pos Hujan,53180401a,-9.50306,119.2219,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
161,Pos Hujan,53180501a,-9.52778,119.3564,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
162,Pos Hujan,53180801a,-9.51056,119.0344,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
163,Pos Hujan,53180802a,-9.58994,119.08347,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
164,Pos Hujan,53180803a,-9.43621,119.12616,,,Kab. Sumba Barat Daya,Nusa Tenggara Timur,PHOBS
165,Pos Hujan,53190101a,-8.8175,120.6144,,,Kab. Manggarai Timur,Nusa Tenggara Timur,PHOBS
166,Pos Hujan,53190201a,-8.48,120.61,,,Kab. Manggarai Timur,Nusa Tenggara Timur,PHOBS
167,Pos Hujan,53190301a,-8.45556,120.5736,,,Kab. Manggarai Timur,Nusa Tenggara Timur,PHOBS
168,Pos Hujan,53190401a,-8.35266,120.73133,,,Kab. Manggarai Timur,Nusa Tenggara Timur,PHOBS
169,Pos Hujan,53190501a,-8.58139,120.8372,,,Kab. Manggarai Timur,Nusa Tenggara Timur,PHOBS
170,Pos Hujan,53190601a,-8.75333,120.6858,,,Kab. Manggarai Timur,Nusa Tenggara Timur,PHOBS
171,Pos Hujan,53190602a,-8.74722,120.6975,,,Kab. Manggarai Timur,Nusa Tenggara Timur,PHOBS
172,Pos Hujan,53200101a,-10.52708,121.96434,,,Kab. Sabu Raijua,Nusa Tenggara Timur,PHOBS
173,Pos Hujan,53200501a,-10.54194,121.7594,,,Kab. Sabu Raijua,Nusa Tenggara Timur,PHOBS
174,Pos Hujan,53200601a,-10.60722,121.6111,,,Kab. Sabu Raijua,Nusa Tenggara Timur,PHOBS
175,Pos Hujan,53710101a,-10.26056,123.59961,,,Kota Kupang,Nusa Tenggara Timur,PHOBS
176,Pos Hujan,53710102a,-10.21292,123.57144,,,Kota Kupang,Nusa Tenggara Timur,PHOBS
177,Pos Hujan,53710201a,-10.21833,123.6125,,,Kota Kupang,Nusa Tenggara Timur,PHOBS
178,Pos Hujan,53710401a,-10.18754,123.58722,,,Kota Kupang,Nusa Tenggara Timur,PHOBS
179,Pos Hujan,53710402a,-10.32,123.61,,,Kota Kupang,Nusa Tenggara Timur,PHOBS
180,Pos Hujan,53710501a,-10.18306,123.5831,,,Kota Kupang,Nusa Tenggara Timur,PHOBS
181,Pos Hujan,61010101a,1.44068,109.33,,,Kab. Sambas,Kalimantan Barat,PHOBS
182,Pos Hujan,61010102a,1.30318,109.26908,,,Kab. Sambas,Kalimantan Barat,PHOBS
183,Pos Hujan,61010201a,1.46977,109.22,,,Kab. Sambas,Kalimantan Barat,PHOBS
184,Pos Hujan,61010202a,1.5964,109.21,,,Kab. Sambas,Kalimantan Barat,PHOBS
185,Pos Hujan,61010301a,1.32569,109.05,,,Kab. Sambas,Kalimantan Barat,PHOBS
186,Pos Hujan,61010401a,1.20137,109.16643,,,Kab. Sambas,Kalimantan Barat,PHOBS
187,Pos Hujan,61010402a,1.1941,109.0967,,,Kab. Sambas,Kalimantan Barat,PHOBS
188,Pos Hujan,61010501a,1.15728,108.9837,,,Kab. Sambas,Kalimantan Barat,PHOBS
189,Pos Hujan,61010601a,1.41887,109.3185,,,Kab. Sambas,Kalimantan Barat,PHOBS
190,Pos Hujan,61010701a,1.07712,108.96937,,,Kab. Sambas,Kalimantan Barat,PHOBS
191,Pos Hujan,61011101a,1.53223,109.35788,,,Kab. Sambas,Kalimantan Barat,PHOBS
192,Pos Hujan,61011201a,1.27,109.12,,,Kab. Sambas,Kalimantan Barat,PHOBS
193,Pos Hujan,61011301a,1.13488,109.07533,,,Kab. Sambas,Kalimantan Barat,PHOBS
194,Pos Hujan,61011501a,1.28,109.22,,,Kab. Sambas,Kalimantan Barat,PHOBS
195,Pos Hujan,61011601a,1.26665,109.01938,,,Kab. Sambas,Kalimantan Barat,PHOBS
196,Pos Hujan,61011801a,1.11617,109.02484,,,Kab. Sambas,Kalimantan Barat,PHOBS
197,Pos Hujan,61020601a,0.43005,109.27457,,,Kab. Mempawah,Kalimantan Barat,PHOBS
198,Pos Hujan,61020701a,0.23106,109.10926,,,Kab. Mempawah,Kalimantan Barat,PHOBS
199,Pos Hujan,61020702a,0.28307,109.06201,,,Kab. Mempawah,Kalimantan Barat,PHOBS
200,Pos Hujan,61021201a,0.51403,108.91285,,,Kab. Mempawah,Kalimantan Barat,PHOBS
201,Pos Hujan,61021501a,0.15779,109.19833,,,Kab. Mempawah,Kalimantan Barat,PHOBS
202,Pos Hujan,61021601a,0.36014,109.16914,,,Kab. Mempawah,Kalimantan Barat,PHOBS
203,Pos Hujan,61021701a,0.5559,109.13849,,,Kab. Mempawah,Kalimantan Barat,PHOBS
204,Pos Hujan,61021801a,0.36,108.97,,,Kab. Mempawah,Kalimantan Barat,PHOBS
205,Pos Hujan,61030101a,0.12722,110.62148,,,Kab. Sanggau,Kalimantan Barat,PHOBS
206,Pos Hujan,61030102a,0.06045,110.6953,,,Kab. Sanggau,Kalimantan Barat,PHOBS
207,Pos Hujan,61030201a,0.13,110.76,,,Kab. Sanggau,Kalimantan Barat,PHOBS
208,Pos Hujan,61030401a,0.47017,111.1865,,,Kab. Sanggau,Kalimantan Barat,PHOBS
209,Pos Hujan,61030501a,0.26833,110.60333,,,Kab. Sanggau,Kalimantan Barat,PHOBS
210,Pos Hujan,61030601a,0.70218,110.39,,,Kab. Sanggau,Kalimantan Barat,PHOBS
211,Pos Hujan,61030701a,0.80695,110.4144,,,Kab. Sanggau,Kalimantan Barat,PHOBS
212,Pos Hujan,61030801a,0.63416,110.38843,,,Kab. Sanggau,Kalimantan Barat,PHOBS
213,Pos Hujan,61030903a,0.22817,110.4102,,,Kab. Sanggau,Kalimantan Barat,PHOBS
214,Pos Hujan,61031001a,0.28877,110.22567,,,Kab. Sanggau,Kalimantan Barat,PHOBS
215,Pos Hujan,61031101a,0.01698,110.10117,,,Kab. Sanggau,Kalimantan Barat,PHOBS
216,Pos Hujan,61031201a,0.1465,110.1197,,,Kab. Sanggau,Kalimantan Barat,PHOBS
217,Pos Hujan,61032001a,-0.12744,110.29846,,,Kab. Sanggau,Kalimantan Barat,PHOBS
218,Pos Hujan,61032101a,0.88912,110.39848,,,Kab. Sanggau,Kalimantan Barat,PHOBS
219,Pos Hujan,61040101a,-1.4955,110.06076,,,Kab. Ketapang,Kalimantan Barat,PHOBS
220,Pos Hujan,61040201a,-2.13503,110.6985,,,Kab. Ketapang,Kalimantan Barat,PHOBS
221,Pos Hujan,61040301a,-2.4711,111.02535,,,Kab. Ketapang,Kalimantan Barat,PHOBS
222,Pos Hujan,61040401a,-2.5162,110.2168,,,Kab. Ketapang,Kalimantan Barat,PHOBS
223,Pos Hujan,61040501a,-1.20494,110.55294,,,Kab. Ketapang,Kalimantan Barat,PHOBS
224,Pos Hujan,61040701a,-0.952,110.4438,,,Kab. Ketapang,Kalimantan Barat,PHOBS
225,Pos Hujan,61040801a,-0.6184,110.4375,,,Kab. Ketapang,Kalimantan Barat,PHOBS
226,Pos Hujan,61041101a,-1.56021,110.56675,,,Kab. Ketapang,Kalimantan Barat,PHOBS
227,Pos Hujan,61041201a,-1.96197,110.0966,,,Kab. Ketapang,Kalimantan Barat,PHOBS
228,Pos Hujan,61041301a,-1.81342,110.6048,,,Kab. Ketapang,Kalimantan Barat,PHOBS
229,Pos Hujan,61041401a,-1.98622,110.7513,,,Kab. Ketapang,Kalimantan Barat,PHOBS
230,Pos Hujan,61041601a,-1.84438,109.9777,,,Kab. Ketapang,Kalimantan Barat,PHOBS
231,Pos Hujan,61041701a,-1.7595,109.99615,,,Kab. Ketapang,Kalimantan Barat,PHOBS
232,Pos Hujan,61041901a,-0.952,110.85,,,Kab. Ketapang,Kalimantan Barat,PHOBS
233,Pos Hujan,61050101a,-0.06098,111.5004,,,Kab. Sintang,Kalimantan Barat,PHOBS
234,Pos Hujan,61050201a,0.07612,111.3053,,,Kab. Sintang,Kalimantan Barat,PHOBS
235,Pos Hujan,61050301a,-0.05,111.15,,,Kab. Sintang,Kalimantan Barat,PHOBS
236,Pos Hujan,61050601a,0.90483,111.036,,,Kab. Sintang,Kalimantan Barat,PHOBS
237,Pos Hujan,61050701a,-0.05,111.56667,,,Kab. Sintang,Kalimantan Barat,PHOBS
238,Pos Hujan,61050801a,0.05945,112.48632,,,Kab. Sintang,Kalimantan Barat,PHOBS
239,Pos Hujan,61051401a,-0.05,112.33333,,,Kab. Sintang,Kalimantan Barat,PHOBS
240,Pos Hujan,61051901a,0.05945,111.653,,,Kab. Sintang,Kalimantan Barat,PHOBS
241,Pos Hujan,61052001a,-0.11322,111.4577,,,Kab. Sintang,Kalimantan Barat,PHOBS
242,Pos Hujan,61052101a,0.20035,111.47045,,,Kab. Sintang,Kalimantan Barat,PHOBS
243,Pos Hujan,61060301a,0.66167,112.28,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
244,Pos Hujan,61060401a,1.0975,112.40222,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
245,Pos Hujan,61060501a,0.78917,112.55333,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
246,Pos Hujan,61060601a,0.5029,112.64237,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
247,Pos Hujan,61060602a,0.46467,112.6329,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
248,Pos Hujan,61060801a,0.38,112.29,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
