NO,JARINGAN PENGAMATAN,NO STASIUN,LINTANG,BUJUR,DESA,KECAMATAN,KAB/KOTA,PROVINSI,JARINGAN
6880,Pos Hujan,91040702a,-3.44883,135.33795,,,Kab. Nabire,Papua,PHOBS
6881,Pos Hujan,91040703a,-3.4737,135.36307,,,Kab. Nabire,Papua,PHOBS
6882,Pos Hujan,91041601a,-3.28062,135.58167,,,Kab. Nabire,Papua,PHOBS
6883,Pos Hujan,91020301a,-3.97,138.9595,,,Kab. Jayawijaya,Papua,PHOBS
6884,Pos Hujan,91031101a,-3.07525,139.94053,,,Kab. Jayapura,Papua,PHOBS
6885,Pos Hujan,33011302a,-7.35513,108.83974,,,Kab. Cilacap,Jawa Tengah,PHOBS
6886,Pos Hujan,33011802a,-7.43885,108.76071,,,Kab. Cilacap,Jawa Tengah,PHOBS
6887,Pos Hujan,91110506a,-2.8026,140.7529,,,Kab. Keerom,Papua,PHOBS
6888,Pos Hujan,91110507a,-2.8197,140.7731,,,Kab. Keerom,Papua,PHOBS
6889,Pos Hujan,91110101a,-3.27197,140.95708,,,Kab. Keerom,Papua,PHOBS
6890,Pos Hujan,91040701a,-3.4428,135.371,,,Kab. Nabire,Papua,PHOBS
6891,Pos Hujan,91050402a,-1.766,136.1808,,,Kab. Kepulauan Yapen,Papua,PHOBS
6892,Pos Hujan,91150801a,-2.2501,136.3917,,,Kab. Waropen,Papua,PHOBS
6893,Pos Hujan,91050401a,-1.8328,136.3056,,,Kab. Kepulauan Yapen,Papua,PHOBS
6894,Pos Hujan,64720802a,-0.43333,117.16667,,,Kota Samarinda,Kalimantan Timur,PHOBS
6895,Pos Hujan,64710102a,-1.2553,116.8811,,,Kota Balikpapan,Kalimantan Timur,PHOBS
6896,Pos Hujan,64030401a,2.08135,117.27218,,,Kab. Berau,Kalimantan Timur,PHOBS
6897,Pos Hujan,33011804a,-7.38995,108.82511,,,Kab. Cilacap,Jawa Tengah,PHOBS
6898,Pos Hujan,33022204a,-7.32506,109.22488,,,Kab. Banyumas,Jawa Tengah,PHOBS
6899,Pos Hujan,33011602a,-7.32525,108.60037,,,Kab. Cilacap,Jawa Tengah,PHOBS
6900,Pos Hujan,33151402a,-7.02318,110.87273,,,Kab. Grobogan,Jawa Tengah,PHOBS
6901,Pos Hujan,33150805a,-7.17178,111.20397,,,Kab. Grobogan,Jawa Tengah,PHOBS
6902,Pos Hujan,33020401a,-7.53937,109.14934,,,Kab. Banyumas,Jawa Tengah,PHOBS
6903,Pos Hujan,33040903a,-7.19,109.42,,,Kab. Banjarnegara,Jawa Tengah,PHOBS
6904,Pos Hujan,33041303a,-7.27051,109.73868,,,Kab. Banjarnegara,Jawa Tengah,PHOBS
6905,Pos Hujan,33041901a,-7.272,109.6,,,Kab. Banjarnegara,Jawa Tengah,PHOBS
6906,Pos Hujan,33041702a,-7.24155,109.75153,,,Kab. Banjarnegara,Jawa Tengah,PHOBS
6907,Pos Hujan,33081302a,-7.449,110.151,,,Kab. Magelang,Jawa Tengah,PHOBS
6908,Pos Hujan,33151607a,-7.02518,110.75846,,,Kab. Grobogan,Jawa Tengah,PHOBS
6909,Pos Hujan,33150709a,-7.213,110.903,,,Kab. Grobogan,Jawa Tengah,PHOBS
6910,Pos Hujan,33150308a,-7.08455,110.795,,,Kab. Grobogan,Jawa Tengah,PHOBS
6911,Pos Hujan,33150604a,-7.15013,111.00871,,,Kab. Grobogan,Jawa Tengah,PHOBS
6912,Pos Hujan,33151304a,-7.1056,110.91302,,,Kab. Grobogan,Jawa Tengah,PHOBS
6913,Pos Hujan,33151802a,-7.05039,110.62183,,,Kab. Grobogan,Jawa Tengah,PHOBS
6914,Pos Hujan,33151004a,-7.093,111.071,,,Kab. Grobogan,Jawa Tengah,PHOBS
6915,Pos Hujan,33151005a,-7.095,110.959,,,Kab. Grobogan,Jawa Tengah,PHOBS
6916,Pos Hujan,33141301a,-7.39624,110.87364,,,Kab. Sragen,Jawa Tengah,PHOBS
6917,Pos Hujan,33141302a,-7.39986,110.83308,,,Kab. Sragen,Jawa Tengah,PHOBS
6918,Pos Hujan,33141802a,-7.33024,110.9858,,,Kab. Sragen,Jawa Tengah,PHOBS
6919,Pos Hujan,33140602a,-7.40757,111.1125,,,Kab. Sragen,Jawa Tengah,PHOBS
6920,Pos Hujan,33142001a,-7.33677,111.11754,,,Kab. Sragen,Jawa Tengah,PHOBS
6921,Pos Hujan,33140802a,-7.3804,111.07449,,,Kab. Sragen,Jawa Tengah,PHOBS
6922,Pos Hujan,33140103a,-7.45459,110.84029,,,Kab. Sragen,Jawa Tengah,PHOBS
6923,Pos Hujan,33140104a,-7.46272,110.94724,,,Kab. Sragen,Jawa Tengah,PHOBS
6924,Pos Hujan,33140901a,-7.46,110.98138,,,Kab. Sragen,Jawa Tengah,PHOBS
6925,Pos Hujan,33140902a,-7.47767,110.98056,,,Kab. Sragen,Jawa Tengah,PHOBS
6926,Pos Hujan,33140404a,-7.49211,111.03996,,,Kab. Sragen,Jawa Tengah,PHOBS
6927,Pos Hujan,33140308a,-7.52572,111.00549,,,Kab. Sragen,Jawa Tengah,PHOBS
6928,Pos Hujan,33140405a,-7.52528,111.04377,,,Kab. Sragen,Jawa Tengah,PHOBS
6929,Pos Hujan,33140306a,-7.51138,110.98629,,,Kab. Sragen,Jawa Tengah,PHOBS
6930,Pos Hujan,33140305a,-7.47765,110.9456,,,Kab. Sragen,Jawa Tengah,PHOBS
6931,Pos Hujan,33140307a,-7.46878,110.93858,,,Kab. Sragen,Jawa Tengah,PHOBS
6932,Pos Hujan,33141402a,-7.35817,110.82666,,,Kab. Sragen,Jawa Tengah,PHOBS
6933,Pos Hujan,33140801a,-7.39457,111.06654,,,Kab. Sragen,Jawa Tengah,PHOBS
6934,Pos Hujan,33140502a,-7.50679,111.12936,,,Kab. Sragen,Jawa Tengah,PHOBS
6935,Pos Hujan,33140503a,-7.47327,111.08146,,,Kab. Sragen,Jawa Tengah,PHOBS
6936,Pos Hujan,33140701a,-7.37073,111.10973,,,Kab. Sragen,Jawa Tengah,PHOBS
6937,Pos Hujan,33141001a,-7.43241,111.01811,,,Kab. Sragen,Jawa Tengah,PHOBS
6938,Pos Hujan,33141703a,-7.32748,110.96622,,,Kab. Sragen,Jawa Tengah,PHOBS
6939,Pos Hujan,33141202a,-7.37831,110.90001,,,Kab. Sragen,Jawa Tengah,PHOBS
6940,Pos Hujan,33012401a,-7.73249,108.99943,,,Kab. Cilacap,Jawa Tengah,PHOBS
6941,Pos Hujan,15050501f,-1.77586,103.57639,,,Kab. Muaro Jambi,Jambi,PHOBS
6942,Pos Hujan,15040302f,-1.73,103.26,,,Kab. Batanghari,Jambi,PHOBS
6943,Pos Hujan,15022301a,-1.55425,102.0125,,,Kab. Merangin,Jambi,PHOBS
6944,Pos Hujan,15050903a,-1.851,103.487,,,Kab. Muaro Jambi,Jambi,PHOBS
6945,Pos Hujan,34020201a,-7.97,110.27,,,Kab. Bantul,DI Yogyakarta,PHOBS
6946,Pos Hujan,91011104a,-8.25,140.36,,,Kab. Merauke,Papua,PHOBS
6947,Pos Hujan,91090103a,-4.53006,136.89348,,,Kab. Mimika,Papua,PHOBS
6948,Pos Hujan,91091501a,-4.45022,136.63156,,,Kab. Mimika,Papua,PHOBS
6949,Pos Hujan,91180202a,-5.82417,138.64222,,,Kab. Asmat,Papua,PHOBS
6950,Pos Hujan,73021001a,-5.46917,120.22194,,,Kab. Bulukumba,Sulawesi Selatan,PHOBS
6951,Pos Hujan,73030801a,-5.50444,119.93417,,,Kab. Bantaeng,Sulawesi Selatan,PHOBS
6952,Pos Hujan,73030702a,-5.49889,120.07306,,,Kab. Bantaeng,Sulawesi Selatan,PHOBS
6953,Pos Hujan,73030703a,-5.535,120.085,,,Kab. Bantaeng,Sulawesi Selatan,PHOBS
6954,Pos Hujan,73050502a,-5.37167,119.37472,,,Kab. Takalar,Sulawesi Selatan,PHOBS
6955,Pos Hujan,73050403a,-5.3575,119.50111,,,Kab. Takalar,Sulawesi Selatan,PHOBS
6956,Pos Hujan,73081001a,-4.7225,120.31889,,,Kab. Bone,Sulawesi Selatan,PHOBS
6957,Pos Hujan,73120801a,-4.42833,120.02194,,,Kab. Soppeng,Sulawesi Selatan,PHOBS
6958,Pos Hujan,73120701a,-4.29944,119.92806,,,Kab. Soppeng,Sulawesi Selatan,PHOBS
6959,Pos Hujan,73130801a,-4.04556,120.03028,,,Kab. Wajo,Sulawesi Selatan,PHOBS
6960,Pos Hujan,73182701a,-3.05114,119.87056,,,Kab. Tana Toraja,Sulawesi Selatan,PHOBS
6961,Pos Hujan,73220501a,-2.5636,119.9678,,,Kab. Luwu Utara,Sulawesi Selatan,PHOBS
6962,Pos Hujan,73220901a,-2.12528,120.2228,,,Kab. Luwu Utara,Sulawesi Selatan,PHOBS
6963,Pos Hujan,73221201a,-2.61111,120.59917,,,Kab. Luwu Utara,Sulawesi Selatan,PHOBS
6964,Pos Hujan,73240502a,-2.61583,121.11889,,,Kab. Luwu Timur,Sulawesi Selatan,PHOBS
6965,Pos Hujan,73262001a,-2.93639,119.83889,,,Kab. Toraja Utara,Sulawesi Selatan,PHOBS
6966,Pos Hujan,73261001a,-2.9225,119.99611,,,Kab. Toraja Utara,Sulawesi Selatan,PHOBS
6967,Pos Hujan,73261801a,-3.09028,119.98583,,,Kab. Toraja Utara,Sulawesi Selatan,PHOBS
6968,Pos Hujan,73261601a,-2.95864,119.9491,,,Kab. Toraja Utara,Sulawesi Selatan,PHOBS
6969,Pos Hujan,74011002a,-3.88111,121.32889,,,Kab. Kolaka,Sulawesi Tenggara,PHOBS
6970,Pos Hujan,74012002a,-3.98167,121.36444,,,Kab. Kolaka,Sulawesi Tenggara,PHOBS
6971,Pos Hujan,74012701a,-3.82222,121.175,,,Kab. Kolaka,Sulawesi Tenggara,PHOBS
6972,Pos Hujan,74020301a,-3.87167,122.09278,,,Kab. Konawe,Sulawesi Tenggara,PHOBS
6973,Pos Hujan,74021501a,-3.80583,121.98861,,,Kab. Konawe,Sulawesi Tenggara,PHOBS
6974,Pos Hujan,74021701a,-4.04556,122.12,,,Kab. Konawe,Sulawesi Tenggara,PHOBS
6975,Pos Hujan,74023601a,-3.89278,122.51417,,,Kab. Konawe,Sulawesi Tenggara,PHOBS
6976,Pos Hujan,74023901a,-3.8994,122.37528,,,Kab. Konawe,Sulawesi Tenggara,PHOBS
6977,Pos Hujan,74030701a,-4.54,122.91,,,Kab. Muna,Sulawesi Tenggara,PHOBS
6978,Pos Hujan,74032301a,-5.01,122.52,,,Kab. Muna,Sulawesi Tenggara,PHOBS
6979,Pos Hujan,74032302a,-4.9561,122.4283,,,Kab. Muna,Sulawesi Tenggara,PHOBS
6980,Pos Hujan,74042302a,-5.2278,122.9461,,,Kab. Buton,Sulawesi Tenggara,PHOBS
6981,Pos Hujan,74042402a,-5.31861,123.16306,,,Kab. Buton,Sulawesi Tenggara,PHOBS
6982,Pos Hujan,74050202a,-4.14083,122.11417,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
6983,Pos Hujan,74050402a,-4.02972,121.9825,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
6984,Pos Hujan,74051201a,-4.37056,122.0075,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
6985,Pos Hujan,74051501a,-4.09583,122.2375,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
6986,Pos Hujan,74051902a,-4.31,122.45,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
6987,Pos Hujan,74060202a,-4.81639,121.75611,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
6988,Pos Hujan,74060702a,-4.60156,121.48428,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
6989,Pos Hujan,74061401a,-5.275,121.83861,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
6990,Pos Hujan,74090201a,-3.2361,122.14583,,,Kab. Konawe Utara,Sulawesi Tenggara,PHOBS
6991,Pos Hujan,74110401a,-4.19556,121.90028,,,Kab. Kolaka Timur,Sulawesi Tenggara,PHOBS
6992,Pos Hujan,74130101a,-4.8364,122.485,,,Kab. Muna Barat,Sulawesi Tenggara,PHOBS
6993,Pos Hujan,74720301a,-5.47611,122.68889,,,Kota Bau Bau,Sulawesi Tenggara,PHOBS
6994,Pos Hujan,21010801a,1.07617,104.42883,,,Kab. Bintan,Kep. Riau,PHOBS
6995,Pos Hujan,72011701a,-0.93806,122.244,,,Kab. Banggai,Sulawesi Tengah,PHOBS
6996,Pos Hujan,15061001a,-0.83198,103.21308,,,Kab. Tanjung Jabung Barat,Jambi,PHOBS
6997,Pos Hujan,15061301a,-0.92,103.17,,,Kab. Tanjung Jabung Barat,Jambi,PHOBS
6998,Pos Hujan,15080303a,-1.5,102.13,,,Kab. Bungo,Jambi,PHOBS
6999,Pos Hujan,15080701a,-1.59,101.6,,,Kab. Bungo,Jambi,PHOBS
7000,Pos Hujan,34020702a,-7.85889,110.27611,,,Kab. Bantul,DI Yogyakarta,PHOBS
7001,Pos Hujan,34041304a,-7.687,110.372,,,Kab. Sleman,DI Yogyakarta,PHOBS
7002,Pos Hujan,34041505a,-7.62797,110.39397,,,Kab. Sleman,DI Yogyakarta,PHOBS
7003,Pos Hujan,91010701a,-8.18722,140.8,,,Kab. Merauke,Papua,PHOBS
7004,Pos Hujan,91160102a,-6.1,140.31,,,Kab. Boven Digoel,Papua,PHOBS
7005,Pos Hujan,14100601a,1.067,102.546,,,Kab. Kepulauan Meranti,Riau,PHOBS
7006,Pos Hujan,14100701a,0.84477,103.00595,,,Kab. Kepulauan Meranti,Riau,PHOBS
7007,Pos Hujan,14720201a,1.66757,101.45987,,,Kota Dumai,Riau,PHOBS
7008,Pos Hujan,14091301a,-0.608,101.809,,,Kab. Kuantan Singingi,Riau,PHOBS
7009,Pos Hujan,14020902a,-0.35,102.33,,,Kab. Indragiri Hulu,Riau,PHOBS
7010,Pos Hujan,21720201a,0.92306,104.52813,,,Kota Tanjung Pinang,Kep. Riau,PHOBS
7011,Pos Hujan,81060203b,-2.98309,128.1392,,,Kab. Seram Bagian Barat,Maluku,PHOBS
7012,Pos Hujan,81011601a,-3.669,128.774,,,Kab. Maluku Tengah,Maluku,PHOBS
7013,Pos Hujan,81010602a,-2.9536,129.1917,,,Kab. Maluku Tengah,Maluku,PHOBS
7014,Pos Hujan,13010902a,-1.91,100.88,,,Kab. Pesisir Selatan,Sumatera Barat,PHOBS
7015,Pos Hujan,76050804a,-3.55074,118.98054,,,Kab. Majene,Sulawesi Barat,PHOBS
7016,Pos Hujan,13740201a,-0.471,100.42,,,Kota Padang Panjang,Sumatera Barat,PHOBS
7017,Pos Hujan,36710402a,-6.12,106.65,,,Kota Tangerang,Banten,PHOBS
7018,Pos Hujan,13710101e,-0.98,100.36,,,Kota Padang,Sumatera Barat,PHOBS
7019,Pos Hujan,13760501a,-0.25,100.63,,,Kota Payakumbuh,Sumatera Barat,PHOBS
7020,Pos Hujan,13070801a,-0.04,100.36,,,Kab. Lima Puluh Kota,Sumatera Barat,PHOBS
7021,Pos Hujan,13071002a,-0.293,100.64,,,Kab. Lima Puluh Kota,Sumatera Barat,PHOBS
7022,Pos Hujan,13070504a,-0.17,100.67,,,Kab. Lima Puluh Kota,Sumatera Barat,PHOBS
7023,Pos Hujan,13051503a,-0.546,100.3,,,Kab. Padang Pariaman,Sumatera Barat,PHOBS
7024,Pos Hujan,13120301a,0.102,99.81,,,Kab. Pasaman Barat,Sumatera Barat,PHOBS
7025,Pos Hujan,13121101a,0.011,99.7,,,Kab. Pasaman Barat,Sumatera Barat,PHOBS
7026,Pos Hujan,13010202a,-1.917,100.87,,,Kab. Pesisir Selatan,Sumatera Barat,PHOBS
7027,Pos Hujan,13011002Z,-2.26,101.1,,,Kab. Pesisir Selatan,Sumatera Barat,PHOBS
7028,Pos Hujan,13020301a,-1.24861,100.87,,,Kab. Solok,Sumatera Barat,PHOBS
7029,Pos Hujan,13021701a,-1.095,100.87,,,Kab. Solok,Sumatera Barat,PHOBS
7030,Pos Hujan,13020901a,-0.796,100.78,,,Kab. Solok,Sumatera Barat,PHOBS
7031,Pos Hujan,13020401a,-1.084,100.78,,,Kab. Solok,Sumatera Barat,PHOBS
7032,Pos Hujan,13020705a,-0.952,100.62,,,Kab. Solok,Sumatera Barat,PHOBS
7033,Pos Hujan,13021801a,-1.055,101.05,,,Kab. Solok,Sumatera Barat,PHOBS
7034,Pos Hujan,13110202a,-1.402,101.05,,,Kab. Solok Selatan,Sumatera Barat,PHOBS
7035,Pos Hujan,13040504a,-0.475,100.62,,,Kab. Tanah Datar,Sumatera Barat,PHOBS
7036,Pos Hujan,13040304a,-0.51,100.57,,,Kab. Tanah Datar,Sumatera Barat,PHOBS
7037,Pos Hujan,13090802a,-2.049,99.59,,,Kab. Kepulauan Mentawai,Sumatera Barat,PHOBS
7038,Pos Hujan,13010104a,-2.04,100.95,,,Kab. Pesisir Selatan,Sumatera Barat,PHOBS
7039,Pos Hujan,13010803Z,-1.437,100.73,,,Kab. Pesisir Selatan,Sumatera Barat,PHOBS
7040,Pos Hujan,13110701a,-1.48,101.43,,,Kab. Solok Selatan,Sumatera Barat,PHOBS
7041,Pos Hujan,72080101a,-0.81,120.17,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
7042,Pos Hujan,11050302a,4.52093,96.13283,,,Kab. Aceh Barat,Nanggroe Aceh Darussalam,PHOBS
7043,Pos Hujan,11050202a,4.31131,96.20003,,,Kab. Aceh Barat,Nanggroe Aceh Darussalam,PHOBS
7044,Pos Hujan,11050203a,4.22752,96.16491,,,Kab. Aceh Barat,Nanggroe Aceh Darussalam,PHOBS
7045,Pos Hujan,11120701a,3.58942,96.93697,,,Kab. Aceh Barat Daya,Nanggroe Aceh Darussalam,PHOBS
7046,Pos Hujan,11120102a,3.749,96.84832,,,Kab. Aceh Barat Daya,Nanggroe Aceh Darussalam,PHOBS
7047,Pos Hujan,11062301b,5.4997,95.40561,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7048,Pos Hujan,11060301a,5.42,95.42,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7049,Pos Hujan,11061701b,5.4391,95.4041,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7050,Pos Hujan,11061402f,5.35738,95.66519,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7051,Pos Hujan,11061401h,5.45,95.73,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7052,Pos Hujan,11060601a,5.46731,95.37,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7053,Pos Hujan,11062101a,5.53603,95.36989,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7054,Pos Hujan,11060303a,5.422,95.45833,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7055,Pos Hujan,11061602a,5.36361,95.49589,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
7056,Pos Hujan,11140701a,5.05003,95.365,,,Kab. Aceh Jaya,Nanggroe Aceh Darussalam,PHOBS
7057,Pos Hujan,11011701a,2.99927,97.51527,,,Kab. Aceh Selatan,Nanggroe Aceh Darussalam,PHOBS
7058,Pos Hujan,11100202a,2.4185,97.98029,,,Kab. Aceh Singkil,Nanggroe Aceh Darussalam,PHOBS
7059,Pos Hujan,11160302a,4.34222,98.01111,,,Kab. Aceh Tamiang,Nanggroe Aceh Darussalam,PHOBS
7060,Pos Hujan,11160602a,4.16826,98.05483,,,Kab. Aceh Tamiang,Nanggroe Aceh Darussalam,PHOBS
7061,Pos Hujan,11160704a,4.16417,97.95225,,,Kab. Aceh Tamiang,Nanggroe Aceh Darussalam,PHOBS
7062,Pos Hujan,11040202a,4.60835,96.72867,,,Kab. Aceh Tengah,Nanggroe Aceh Darussalam,PHOBS
7063,Pos Hujan,11130701a,3.7405,97.61631,,,Kab. Gayo Lues,Nanggroe Aceh Darussalam,PHOBS
7064,Pos Hujan,11031401a,4.91,97.72,,,Kab. Aceh Timur,Nanggroe Aceh Darussalam,PHOBS
7065,Pos Hujan,11032402a,4.63493,97.6803,,,Kab. Aceh Timur,Nanggroe Aceh Darussalam,PHOBS
7066,Pos Hujan,11081901a,5.11911,97.36473,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7067,Pos Hujan,11082601a,5.19357,96.96654,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7068,Pos Hujan,11081702a,4.955,97.354,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7069,Pos Hujan,11081703a,4.928,97.37,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7070,Pos Hujan,11082301a,5.16223,97.29945,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7071,Pos Hujan,11081601a,5.16792,97.01349,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7072,Pos Hujan,11082701a,5.07538,96.94248,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7073,Pos Hujan,11082401a,5.01,97.29,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7074,Pos Hujan,11080801a,5.13917,97.22666,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7075,Pos Hujan,11080901a,5.2,97.44,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7076,Pos Hujan,11081401a,5.09,97.47,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7077,Pos Hujan,11081301a,5.13018,97.24741,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7078,Pos Hujan,11081802a,4.90393,97.47912,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7079,Pos Hujan,11081402a,5.127,97.4591,,,Kab. Aceh Utara,Nanggroe Aceh Darussalam,PHOBS
7080,Pos Hujan,11710402a,5.566,95.343,,,Kota Banda Aceh,Nanggroe Aceh Darussalam,PHOBS
7081,Pos Hujan,11710502a,5.539,95.336,,,Kota Banda Aceh,Nanggroe Aceh Darussalam,PHOBS
7082,Pos Hujan,11130102a,3.99798,97.3223,,,Kab. Gayo Lues,Nanggroe Aceh Darussalam,PHOBS
7083,Pos Hujan,11740502a,4.47148,97.95786,,,Kota Langsa,Nanggroe Aceh Darussalam,PHOBS
7084,Pos Hujan,11750402a,2.81428,97.87427,,,Kota Subulussalamuu,Nanggroe Aceh Darussalam,PHOBS
7085,Pos Hujan,11730101a,5.1305,97.15007,,,Kota Lhokseumawe,Nanggroe Aceh Darussalam,PHOBS
7086,Pos Hujan,11150502a,3.97031,96.56728,,,Kab. Nagan Raya,Nanggroe Aceh Darussalam,PHOBS
7087,Pos Hujan,11150102a,4.059,96.26,,,Kab. Nagan Raya,Nanggroe Aceh Darussalam,PHOBS
7088,Pos Hujan,11151301a,4.25881,96.34037,,,Kab. Nagan Raya,Nanggroe Aceh Darussalam,PHOBS
7089,Pos Hujan,11150503a,4.054,96.588,,,Kab. Nagan Raya,Nanggroe Aceh Darussalam,PHOBS
7090,Pos Hujan,11150504a,3.973,96.653,,,Kab. Nagan Raya,Nanggroe Aceh Darussalam,PHOBS
7091,Pos Hujan,11070701a,5.3182,95.95132,,,Kab. Pidie,Nanggroe Aceh Darussalam,PHOBS
7092,Pos Hujan,11073101a,5.2338,95.91185,,,Kab. Pidie,Nanggroe Aceh Darussalam,PHOBS
7093,Pos Hujan,11072202a,5.22047,95.85882,,,Kab. Pidie,Nanggroe Aceh Darussalam,PHOBS
7094,Pos Hujan,11071902a,5.10047,95.89564,,,Kab. Pidie,Nanggroe Aceh Darussalam,PHOBS
7095,Pos Hujan,11071702a,5.269,95.9296,,,Kab. Pidie,Nanggroe Aceh Darussalam,PHOBS
7096,Pos Hujan,11180102a,5.23469,96.24748,,,Kab. Pidie Jaya,Nanggroe Aceh Darussalam,PHOBS
7097,Pos Hujan,11180502a,5.17656,96.2391,,,Kab. Pidie Jaya,Nanggroe Aceh Darussalam,PHOBS
7098,Pos Hujan,11720102a,5.84442,95.32014,,,Kota Sabang,Nanggroe Aceh Darussalam,PHOBS
7099,Pos Hujan,19050603a,-1.645,105.507,,,Kab. Bangka Barat,Kep. Bangka Belitung,PHOBS
7100,Pos Hujan,19060302a,-2.95,107.856,,,Kab. Belitung Timur,Kep. Bangka Belitung,PHOBS
7101,Pos Hujan,15010702a,-2.13371,101.4048,,,Kab. Kerinci,Jambi,PHOBS
7102,Pos Hujan,15021001a,-2.07123,102.13507,,,Kab. Merangin,Jambi,PHOBS
7103,Pos Hujan,15050701a,-1.974,103.429,,,Kab. Muaro Jambi,Jambi,PHOBS
7104,Pos Hujan,15060702a,-1.15,103.08917,,,Kab. Tanjung Jabung Barat,Jambi,PHOBS
7105,Pos Hujan,15080602a,-1.42098,102.0845,,,Kab. Bungo,Jambi,PHOBS
7106,Pos Hujan,15710901a,-1.6449,103.567,,,Kota Jambi,Jambi,PHOBS
7107,Pos Hujan,34021103a,-7.88667,110.4675,,,Kab. Bantul,DI Yogyakarta,PHOBS
7108,Pos Hujan,34021702a,-7.82222,110.2375,,,Kab. Bantul,DI Yogyakarta,PHOBS
7109,Pos Hujan,34030202a,-7.88611,110.60278,,,Kab. Gunung Kidul,DI Yogyakarta,PHOBS
7110,Pos Hujan,34030304a,-7.88961,110.50839,,,Kab. Gunung Kidul,DI Yogyakarta,PHOBS
7111,Pos Hujan,34041004a,-7.71472,110.4625,,,Kab. Sleman,DI Yogyakarta,PHOBS
7112,Pos Hujan,13061001a,-0.18,100.34,,,Kab. Agam,Sumatera Barat,PHOBS
7113,Pos Hujan,13100203a,-1.061,101.5,,,Kab. Dharmasraya,Sumatera Barat,PHOBS
7114,Pos Hujan,13100401a,-1.01,101.59,,,Kab. Dharmasraya,Sumatera Barat,PHOBS
7115,Pos Hujan,13750202a,-0.29,100.37,,,Kota Bukittinggi,Sumatera Barat,PHOBS
7116,Pos Hujan,13710702a,-0.953,100.42,,,Kota Padang,Sumatera Barat,PHOBS
7117,Pos Hujan,13021105f,-0.698,100.6,,,Kab. Solok,Sumatera Barat,PHOBS
7118,Pos Hujan,72012101a,-0.92006,122.84352,,,Kab. Banggai,Sulawesi Tengah,PHOBS
7119,Pos Hujan,72020702a,-1.35392,120.33961,,,Kab. Poso,Sulawesi Tengah,PHOBS
7120,Pos Hujan,72082301a,0.27164,120.20239,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
7121,Pos Hujan,53050102a,-8.191,124.656,,,Kab. Alor,Nusa Tenggara Timur,PHOBS
7122,Pos Hujan,53042201a,-9.03,124.81,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
7123,Pos Hujan,53041201a,-9.1,124.91,,,Kab. Belu,Nusa Tenggara Timur,PHOBS
7124,Pos Hujan,53010502a,-10.262,123.503,,,Kab. Kupang,Nusa Tenggara Timur,PHOBS
7125,Pos Hujan,53010503a,-10.3267,123.55208,,,Kab. Kupang,Nusa Tenggara Timur,PHOBS
7126,Pos Hujan,53010802a,-10.14,123.7,,,Kab. Kupang,Nusa Tenggara Timur,PHOBS
7127,Pos Hujan,53010803a,-8.20109,124.59395,,,Kab. Kupang,Nusa Tenggara Timur,PHOBS
7128,Pos Hujan,53010604a,-9.99,123.959,,,Kab. Kupang,Nusa Tenggara Timur,PHOBS
7129,Pos Hujan,53011601a,-10.306,123.696,,,Kab. Kupang,Nusa Tenggara Timur,PHOBS
7130,Pos Hujan,53211201a,-9.49,124.89,,,Kab. Malaka,Nusa Tenggara Timur,PHOBS
